	loss	accuracy	val_loss	val_accuracy
0	0.1787385493516922	0.9346874952316284	0.15104173123836517	0.964062511920929
1	0.11555884033441544	0.9624609351158142	0.10083456337451935	0.9668750166893005
2	0.10844656080007553	0.9657031297683716	0.07014670968055725	0.9771875143051147
3	0.10071927309036255	0.9673047065734863	0.0646345391869545	0.9779687523841858
4	0.09978324174880981	0.9678515791893005	0.06059945002198219	0.9795312285423279
5	0.09769131988286972	0.9697656035423279	0.07278279960155487	0.9760937690734863
6	0.09709998965263367	0.9693750143051147	0.06377895176410675	0.9768750071525574
7	0.09529181569814682	0.9701172113418579	0.06404046714305878	0.9770312309265137
8	0.09302040934562683	0.9699609279632568	0.05801339074969292	0.9803125262260437
9	0.09142062813043594	0.971484363079071	0.064113549888134	0.9770312309265137
10	0.09157340228557587	0.9701952934265137	0.05815042555332184	0.981249988079071
11	0.08812975883483887	0.9718359112739563	0.05919208005070686	0.9803125262260437
12	0.08635919541120529	0.9716796875	0.060925040394067764	0.9782812595367432
13	0.08405255526304245	0.9730859398841858	0.05988951772451401	0.981249988079071
