	loss	accuracy	val_loss	val_accuracy
0	0.06478748470544815	0.9825390577316284	0.030044523999094963	0.9935937523841858
1	0.04507184401154518	0.9883593916893005	0.030535317957401276	0.9939062595367432
2	0.04596970975399017	0.9886718988418579	0.0243292897939682	0.9939062595367432
3	0.04111011326313019	0.990429699420929	0.024083497002720833	0.9945312738418579
4	0.039804112166166306	0.9905468821525574	0.024010907858610153	0.9945312738418579
5	0.0369085818529129	0.9909765720367432	0.032698050141334534	0.9950000047683716
6	0.04706026241183281	0.9898046851158142	0.022285178303718567	0.9951562285423279
7	0.04026155546307564	0.9908593893051147	0.01985069550573826	0.995312511920929
8	0.03543664142489433	0.991406261920929	0.02878481149673462	0.9943749904632568
9	0.034038346260786057	0.9917187690734863	0.022828198969364166	0.9943749904632568
10	0.038800448179244995	0.9911718964576721	0.024522345513105392	0.9950000047683716
11	0.040095020085573196	0.9905468821525574	0.017860660329461098	0.9954687356948853
12	0.03476564213633537	0.9917578101158142	0.022512292489409447	0.9948437213897705
13	0.03591121360659599	0.9924218654632568	0.02163020893931389	0.9957812428474426
14	0.04022104665637016	0.9915234446525574	0.022000396624207497	0.9948437213897705
15	0.03745783492922783	0.9919531345367432	0.020191356539726257	0.9954687356948853
16	0.04294073209166527	0.9921484589576721	0.016090795397758484	0.9950000047683716
17	0.032449450343847275	0.9928125143051147	0.023075062781572342	0.9954687356948853
18	0.03317654877901077	0.992968738079071	0.02483440935611725	0.995312511920929
19	0.04133637249469757	0.9916796684265137	0.023115593940019608	0.9945312738418579
20	0.03574102744460106	0.9928515553474426	0.024377182126045227	0.9948437213897705
21	0.04234209656715393	0.9921875	0.03415454924106598	0.9956250190734863
