	loss	accuracy	val_loss	val_accuracy
0	0.040869053453207016	0.9874609112739563	0.03476770222187042	0.9901562333106995
1	0.026368267834186554	0.9932031035423279	0.008718989789485931	0.9975000023841858
2	0.023515596985816956	0.9938281178474426	0.01524293515831232	0.9950000047683716
3	0.019547542557120323	0.9949609637260437	0.00759119912981987	0.9978125095367432
4	0.020175201818346977	0.9948046803474426	0.0074281091801822186	0.9978125095367432
5	0.019991833716630936	0.9951171875	0.011704500764608383	0.9957812428474426
6	0.017747540026903152	0.9955468773841858	0.007322351913899183	0.9979687333106995
7	0.019490914419293404	0.9947656393051147	0.00803335476666689	0.9978125095367432
8	0.01661474071443081	0.9958593845367432	0.007194539997726679	0.9976562261581421
9	0.01751081272959709	0.9948437213897705	0.006643569562584162	0.9984375238418579
10	0.018100928515195847	0.9957031011581421	0.016930216923356056	0.995312511920929
11	0.01747327297925949	0.9952734112739563	0.008620291948318481	0.9975000023841858
12	0.016905251890420914	0.995312511920929	0.011916146613657475	0.9964062571525574
13	0.015607204288244247	0.9959375262260437	0.007226796820759773	0.9979687333106995
14	0.017429251223802567	0.9953906536102295	0.00999891385436058	0.9965624809265137
