	loss	accuracy	val_loss	val_accuracy
0	0.13482511043548584	0.9595312476158142	0.0382852628827095	0.9865624904632568
1	0.09574317932128906	0.9676952958106995	0.0379301942884922	0.9860937595367432
2	0.08289764076471329	0.9734765887260437	0.036972690373659134	0.987500011920929
3	0.0820775106549263	0.9736718535423279	0.03384238854050636	0.989062488079071
4	0.08135475218296051	0.9743750095367432	0.031001145020127296	0.9896875023841858
5	0.08304484188556671	0.9753124713897705	0.03404106944799423	0.9892187714576721
6	0.0815543383359909	0.9750781059265137	0.03348477557301521	0.9893749952316284
7	0.07476863265037537	0.977343738079071	0.03617864474654198	0.9896875023841858
8	0.0816914290189743	0.9748437404632568	0.033402975648641586	0.9895312786102295
9	0.07521089911460876	0.9764843583106995	0.03315924480557442	0.98828125
