	loss	accuracy	val_loss	val_accuracy
0	0.6588693857192993	0.6722937226295471	0.5472627282142639	0.8007799386978149
1	0.5919185876846313	0.7462254166603088	0.553020179271698	0.8120334148406982
2	0.5825405120849609	0.7683715224266052	0.5460492372512817	0.7511977553367615
3	0.5817741751670837	0.7782606482505798	0.5444183349609375	0.7952089309692383
4	0.5780456066131592	0.7918546795845032	0.48728400468826294	0.849136471748352
5	0.5758571028709412	0.7955596446990967	0.4796893894672394	0.8538161516189575
6	0.5751767158508301	0.7934982180595398	0.5199697613716125	0.7869637608528137
7	0.5679237246513367	0.7973982095718384	0.48341721296310425	0.7968802452087402
8	0.5782203078269958	0.7896261811256409	0.4786001145839691	0.8631755113601685
9	0.5664961338043213	0.799988865852356	0.540101170539856	0.8113648891448975
10	0.567864716053009	0.797899603843689	0.5084047913551331	0.8133704662322998
11	0.5666281580924988	0.8059223294258118	0.5417003035545349	0.7938718795776367
12	0.563189685344696	0.8028859496116638	0.5142873525619507	0.8218384385108948
13	0.5645196437835693	0.8033874034881592	0.41793370246887207	0.8422284126281738
14	0.5666273236274719	0.8007410168647766	0.40830257534980774	0.8766573667526245
15	0.5666421055793762	0.8065351843833923	0.522998571395874	0.7936490178108215
16	0.567912220954895	0.8038887977600098	0.45401081442832947	0.8378829956054688
17	0.5628896951675415	0.8078444600105286	0.5340204238891602	0.8033426403999329
18	0.5626260638237	0.8079280257225037	0.5047010183334351	0.8196099996566772
19	0.5631331205368042	0.8090144395828247	0.44560930132865906	0.872869074344635
