	loss	accuracy	val_loss	val_accuracy
0	0.6148566007614136	0.6945790648460388	0.624325692653656	0.6773259043693542
1	0.5789533853530884	0.7273942828178406	0.586391806602478	0.6602785587310791
2	0.5713412761688232	0.7375620007514954	0.6232436299324036	0.6045682430267334
3	0.5662283897399902	0.7325756549835205	0.5756493806838989	0.7608913779258728
4	0.5644168853759766	0.7409604787826538	0.5185890197753906	0.8238440155982971
5	0.556797444820404	0.7568387985229492	0.5435115098953247	0.7039554119110107
6	0.5585992932319641	0.749428927898407	0.47322994470596313	0.8480222821235657
7	0.5563233494758606	0.7613515853881836	0.4452211856842041	0.8588300943374634
8	0.5529611110687256	0.7562260031700134	0.4740197956562042	0.804233968257904
9	0.5508890748023987	0.76282799243927	0.5233863592147827	0.7793871760368347
10	0.5519833564758301	0.7598473429679871	0.4961947798728943	0.7865180969238281
11	0.5484430193901062	0.7646387219429016	0.5570472478866577	0.7292479276657104
12	0.5474528670310974	0.7709064483642578	0.5354666113853455	0.74573814868927
